Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук asus m1502ia-bq093,0.0,0.0,77,5,1,13,12,5.0,0.0,8.0,135,3.0,0.0,0,42.0,0.0,0.0,2,0,0.0,0.0,60.0,10,16.0,1.7,46999,0.0,0.0,1.0,0.0
ноутбук haier i1510sd (jb0b1be00ru),0.0,1.0,90,2,1,13,12,5.0,1.0,2.0,31,8.0,1.0,0,3400.0,0.0,4.0,0,0,0.0,0.0,60.0,10,8.0,1.65,34999,0.0,0.0,0.0,2.0
ноутбук asus vivobook 15 m1502i (90nb0y52-m002r0),0.0,0.0,76,2,1,13,12,5.0,2.0,6.0,124,8.0,0.0,0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,10,8.0,1.7,44999,0.0,0.0,0.0,0.0
ноутбук asus m515da-ej1697,0.0,0.0,74,5,0,13,12,5.0,0.0,4.0,122,12.0,0.0,0,37.0,0.0,8.0,0,0,0.0,2.0,60.0,5,8.0,1.8,41999,0.0,0.0,1.0,0.0
игровой ноутбук thunderobot 911 air wave d (jt009ce09ru),0.0,0.0,25,0,1,13,12,5.0,1.0,6.0,58,16.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,144.0,5,8.0,2.15,64999,0.0,0.0,0.0,2.0
ноутбук apple macbook air 13 m1/8/256gb space gray (mgn63),0.0,1.0,12,2,0,4,12,5.0,0.0,8.0,1,12.0,1.0,0,0.0,0.0,0.0,0,1,400.0,0.0,0.0,7,8.0,1.29,91999,0.0,8.0,0.0,0.0
ноутбук huawei matebook d15 bod-wdh9 i5/8gb/512gb mystic silver (53013err),0.0,0.0,62,2,1,13,12,5.0,1.0,4.0,57,5.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,8.0,1.56,54999,0.0,0.0,0.0,0.0
ноутбук huawei matebook d15 i5-1155g7/16/512 space gray (bode-wfh9),0.0,0.0,72,2,1,13,12,5.0,1.0,4.0,59,10.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.56,62999,0.0,0.0,0.0,0.0
ноутбук honor magicbook x 15 i5 8+512gb space grey (bdr-wdh),0.0,0.0,72,2,1,13,12,5.0,1.0,4.0,57,11.0,0.0,0,0.0,0.0,8.0,2,0,0.0,0.0,60.0,9,8.0,1.56,51999,0.0,0.0,0.0,0.0
игровой ноутбук msi katana gf66 12ue-1084ru,0.0,0.0,31,3,1,13,12,5.0,0.0,12.0,63,5.0,1.0,0,4562.0,0.0,16.0,0,2,0.0,0.0,144.0,9,16.0,2.25,109999,1.0,0.0,1.0,2.0
ноутбук asus tuf gaming a15 fa506ihr-us51,0.0,0.0,16,2,0,13,12,5.0,0.0,6.0,124,6.0,1.0,0,0.0,0.0,12.0,0,5,0.0,0.0,144.0,9,8.0,2.3,64999,0.0,0.0,1.0,2.0
ноутбук haier u1530em,0.0,0.0,91,2,1,13,12,4.0,0.0,2.0,18,12.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.5,22999,0.0,0.0,0.0,0.0
игровой ноутбук asus tuf f15 fx506hcb-us51,0.0,0.0,25,2,1,13,12,5.0,0.0,6.0,58,9.0,1.0,0,0.0,0.0,0.0,0,5,0.0,0.0,144.0,9,8.0,2.3,73999,1.0,0.0,1.0,2.0
ноутбук huawei matebook d15 bod-wfh9 i5/16gb/512gb mystic silver (53013erx),0.0,0.0,62,2,1,13,12,5.0,1.0,4.0,57,5.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.56,62999,0.0,0.0,0.0,0.0
ноутбук xiaomi redmibook 15 jyu4532ru,0.0,0.0,62,8,1,13,12,5.0,0.0,4.0,56,19.0,0.0,0,46.0,0.0,8.0,0,0,0.0,0.0,60.0,9,8.0,1.8,49999,0.0,0.0,0.0,1.0
ноутбук honor magicbook 16 r5/16/512 grey (hym-w56),0.0,0.0,77,2,1,15,12,5.0,0.0,6.0,126,10.0,1.0,0,5600.0,0.0,12.0,2,4,0.0,0.0,60.0,10,16.0,0.0,56999,0.0,0.0,2.0,0.0
ноутбук huawei matebook d 16 rlef-x space grey (53013esy),0.0,0.0,70,2,0,14,12,5.0,1.0,14.0,93,13.0,0.0,0,0.0,0.0,20.0,0,4,0.0,0.0,0.0,9,16.0,1.71,89999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot 911 plus pro d i5-12450h/16gb/ssd512/rtx3060/dos,0.0,0.0,31,2,1,18,12,5.0,0.0,8.0,62,13.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,5,16.0,2.5,99999,1.0,0.0,1.0,2.0
игровой ноутбук thunderobot 911 mt pro d i5-12450h/16gb/ssd512/rtx3060/dos,0.0,0.0,31,2,1,13,12,5.0,0.0,8.0,62,12.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,5,16.0,2.2,89999,1.0,0.0,1.0,2.0
игровой ноутбук msi katana g76 11uc-679xru,0.0,0.0,25,2,1,18,12,5.0,0.0,6.0,58,8.0,1.0,0,53.5,0.0,12.0,0,2,0.0,3.0,144.0,5,16.0,0.0,85999,1.0,0.0,1.0,2.0
ноутбук huawei matebook d14 nbd-wdi9 i3/8gb/256gb space grey (53013plu),0.0,0.0,64,2,1,6,12,5.0,1.0,2.0,31,10.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,8.0,1.38,43999,0.0,0.0,0.0,0.0
ноутбук haier i1550sm (jb0b19e00ru),0.0,2.0,72,2,1,13,12,5.0,0.0,2.0,31,5.0,1.0,0,4800.0,0.0,4.0,0,0,0.0,0.0,60.0,9,8.0,1.73,39999,0.0,0.0,0.0,2.0
ноутбук huawei matebook d15 bod-wdi9 i3/8gb/256gb space grey (53013plv),0.0,0.0,64,2,1,13,12,5.0,1.0,2.0,31,-2.0,0.0,0,0.0,0.0,4.0,0,0,0.0,0.0,0.0,9,8.0,1.56,43999,0.0,0.0,0.0,0.0
ноутбук honor magicbook 16 r5/16/512 silver (hym-w56),0.0,0.0,77,2,1,15,12,5.0,0.0,6.0,126,17.0,1.0,0,5600.0,0.0,12.0,2,4,0.0,0.0,60.0,10,16.0,0.0,56999,0.0,0.0,2.0,0.0
ноутбук hp 15-dw1495nia (6j5c0ea),0.0,0.0,91,8,0,13,12,5.0,0.0,4.0,20,12.0,0.0,0,0.0,0.0,2.0,0,1,0.0,0.0,0.0,10,4.0,1.76,17999,0.0,0.0,1.0,0.0
ноутбук huawei 53013err mystic silver (bod-wdh9),0.0,0.0,72,2,1,13,12,5.0,1.0,4.0,57,8.0,0.0,0,0.0,0.0,8.0,0,4,0.0,0.0,0.0,9,8.0,1.56,54999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot 911 plus pro (jt009ue07ru),0.0,0.0,32,5,0,18,12,5.0,0.0,8.0,62,15.0,1.0,0,4550.0,0.0,0.0,0,4,0.0,0.0,144.0,9,16.0,2.5,104999,1.0,0.0,1.0,2.0
ноутбук apple macbook air 13 m1/8/256gb silver (mgn93),0.0,1.0,12,2,0,4,12,5.0,0.0,8.0,1,12.0,1.0,0,0.0,0.0,0.0,0,1,400.0,0.0,0.0,7,8.0,1.29,91999,0.0,8.0,0.0,0.0
игровой ноутбук thunderobot 911 air d (jt0098e06ru),0.0,0.0,16,2,1,13,12,5.0,1.0,6.0,54,5.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,60.0,10,8.0,2.15,54999,1.0,0.0,0.0,1.0
ноутбук apple macbook air 13 m1/8/256gb gold (mgnd3),0.0,1.0,12,2,0,4,12,5.0,0.0,8.0,1,15.0,1.0,0,0.0,0.0,0.0,0,1,400.0,0.0,0.0,7,8.0,1.29,91999,0.0,8.0,0.0,0.0
игровой ноутбук thunderobot 911 air xd (jt0090e08ru),0.0,0.0,29,5,0,13,12,5.0,0.0,8.0,62,14.0,1.0,0,4550.0,0.0,0.0,0,4,0.0,0.0,144.0,10,16.0,2.15,74999,1.0,0.0,1.0,2.0
ноутбук huawei matebook 14s space gray (hkf-x 53013edv),0.0,0.0,72,2,1,6,12,5.0,2.0,14.0,93,14.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,16.0,1.43,114999,0.0,0.0,0.0,0.0
ноутбук huawei matebook d 15 8+256gb mystic silver (bod-wdi9),0.0,0.0,90,2,1,13,12,5.0,0.0,2.0,31,13.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,8.0,1.63,43999,0.0,0.0,0.0,0.0
ноутбук huawei matebook 16s cref-x i9-12900h space grey (53013dsu),0.0,0.0,72,2,0,14,12,5.0,1.0,14.0,101,8.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,16.0,1.99,124999,0.0,0.0,0.0,0.0
ноутбук huawei matebook 16s cref-x i7-12700h space grey (53013drk),0.0,0.0,72,2,0,14,12,5.0,1.0,14.0,93,13.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,16.0,1.99,114999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot zero max (jt009ve07ru),0.0,1.0,35,2,0,14,12,5.0,0.0,14.0,93,11.0,1.0,0,4129.0,0.0,0.0,0,4,0.0,0.0,165.0,9,32.0,2.58,179999,1.0,0.0,0.0,2.0
ноутбук honor magicbook x 15 i5/16/512 space gray (bbr-wah9),0.0,0.0,90,2,1,13,12,5.0,1.0,4.0,51,7.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,60.0,9,16.0,0.0,69999,0.0,0.0,0.0,0.0
ноутбук huawei matebook d 14 8+256gb mystic silver (nbd-wdi9),0.0,0.0,70,2,0,6,12,5.0,1.0,4.0,31,15.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,8.0,1.38,43999,0.0,0.0,0.0,0.0
ноутбук huawei matebook x pro i7-1260p blue (mrgf-x 53013gct),0.0,0.0,72,4,0,8,12,5.0,2.0,12.0,91,6.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,90.0,9,16.0,1.38,149999,0.0,0.0,0.0,0.0
ноутбук haier p1510sd,0.0,0.0,92,2,1,13,12,4.0,1.0,4.0,112,19.0,1.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,60.0,5,8.0,1.65,27999,0.0,0.0,0.0,0.0
ноутбук huawei matebook x pro space gray (mrgf-x 53013gcr),0.0,0.0,72,4,0,8,12,5.0,2.0,12.0,91,6.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,90.0,9,16.0,1.38,139999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot 911 plus x (jt009we07ru),0.0,0.0,27,5,0,18,12,4.0,0.0,8.0,62,7.0,1.0,0,3410.0,0.0,0.0,0,4,0.0,0.0,144.0,9,16.0,2.5,89999,1.0,0.0,1.0,2.0
ноутбук irbis nb256,0.0,0.0,58,2,1,6,12,5.0,0.0,2.0,17,8.0,0.0,0,4500.0,0.0,0.0,0,4,0.0,0.0,0.0,9,4.0,1.273,15999,0.0,0.0,0.0,0.0
ноутбук huawei matebook x pro i7-1260p white (mrgf-x 53013mer),0.0,0.0,72,4,0,8,12,5.0,2.0,12.0,91,7.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,90.0,9,16.0,1.38,149999,0.0,0.0,0.0,0.0
ноутбук huawei matebook d 15 5500u/8+512gb mystic silver (bom-wdq9),0.0,0.0,77,2,1,13,12,5.0,1.0,6.0,125,6.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,8.0,1.63,57999,0.0,0.0,0.0,0.0
ноутбук honor magicbook x 15 i5/8/512 space gray (bbr-wah9),0.0,0.0,90,2,1,13,12,5.0,1.0,4.0,51,17.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,60.0,9,8.0,1.56,59999,0.0,0.0,0.0,0.0
ноутбук haier i1500sm,0.0,0.0,53,2,1,13,12,5.0,1.0,2.0,30,19.0,1.0,0,3400.0,0.0,0.0,0,4,0.0,0.0,60.0,9,8.0,1.65,32999,0.0,0.0,0.0,0.0
игровой ноутбук haier gg1502xd,0.0,0.0,86,10,1,13,12,5.0,1.0,6.0,58,18.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,10,16.0,2.5,74999,1.0,0.0,0.0,2.0
ноутбук lenovo ideapad 3 14ada05 (81w000kqru),0.0,0.0,77,8,1,6,12,5.0,0.0,2.0,11,16.0,0.0,0,0.0,0.0,4.0,0,4,0.0,0.0,60.0,9,4.0,1.6,29999,0.0,0.0,0.0,0.0
ноутбук digma eve 10 a200 (es1052ew),0.0,0.0,53,2,1,1,12,5.0,0.0,4.0,12,6.0,0.0,0,2500.0,0.0,0.0,0,4,0.0,0.0,0.0,9,2.0,0.935,11999,0.0,0.0,0.0,0.0
ноутбук digma eve 15 c423 cel n3350 (es5069ew),0.0,0.0,54,2,1,12,12,4.0,0.0,2.0,17,14.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,0.0,9,4.0,1.25,19999,0.0,0.0,0.0,0.0
ноутбук irbis nb64,0.0,0.0,56,2,1,4,12,4.0,0.0,4.0,12,21.0,0.0,0,8000.0,0.0,0.0,0,4,0.0,0.0,0.0,9,2.0,1.27,9999,0.0,0.0,0.0,0.0
ноутбук digma eve 15 p418 (es5064ew),0.0,0.0,57,2,1,13,12,4.0,1.0,4.0,111,11.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,0.0,9,4.0,1.54,18999,0.0,0.0,0.0,0.0
ноутбук huawei matebook d14 nbde-wdh9 i5/8gb/512gb mystic silver (53013nyy),0.0,0.0,62,2,1,6,12,5.0,1.0,4.0,57,10.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,8.0,1.38,54999,0.0,0.0,0.0,0.0
ноутбук huawei matebook d16 rlef-x i5/16gb/512gb space grey (53013eus),0.0,0.0,90,2,1,14,12,5.0,1.0,8.0,62,16.0,0.0,0,0.0,0.0,12.0,0,4,0.0,0.0,0.0,9,16.0,1.71,76999,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 3 17itl6 (82h900dtus),0.0,0.0,90,2,1,18,12,5.0,0.0,2.0,31,7.0,0.0,0,0.0,0.0,4.0,0,1,0.0,0.0,0.0,9,8.0,2.1,46999,0.0,0.0,1.0,1.0
ноутбук acer a315-23 (un.hvtsi.026),0.0,0.0,79,8,1,13,12,5.0,0.0,2.0,117,9.0,0.0,0,0.0,0.0,4.0,0,5,0.0,0.0,0.0,10,8.0,1.9,29999,0.0,0.0,0.0,0.0
ноутбук lenovo legion 5 15ith6 (82jk00b9us),0.0,0.0,25,2,1,13,12,5.0,0.0,6.0,58,11.0,1.0,0,0.0,0.0,12.0,0,5,0.0,0.0,120.0,9,8.0,2.4,73999,0.0,0.0,0.0,2.0
игровой ноутбук lenovo ideapad gaming 3 15ihu6 (82k10198in),0.0,0.0,16,2,1,13,12,5.0,0.0,4.0,55,13.0,1.0,0,45.0,0.0,8.0,0,1,250.0,3.0,120.0,9,8.0,2.25,62999,1.0,0.0,1.0,2.0
ноутбук acer a315-58g-5182 (nx.aduem.00g),0.0,0.0,20,5,1,13,12,5.0,0.0,4.0,57,3.0,0.0,0,0.0,0.0,8.0,0,4,0.0,0.0,0.0,2,8.0,1.1,44999,0.0,0.0,0.0,0.0
ноутбук huawei matebook 14s green (hkf-x 53013ecn),0.0,0.0,72,2,1,6,12,5.0,2.0,14.0,93,19.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,9,16.0,1.43,114999,0.0,0.0,0.0,0.0
игровой ноутбук msi katana g76 12ue-660ru,0.0,0.0,31,3,1,18,12,5.0,0.0,8.0,62,12.0,1.0,0,4562.0,0.0,12.0,0,2,0.0,0.0,144.0,9,16.0,2.6,109999,1.0,0.0,1.0,2.0
ноутбук honor magicbook 15 r5/8/512 silver (bmh-wdq9hn),0.0,0.0,77,2,1,13,12,5.0,0.0,6.0,125,0.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,60.0,9,8.0,1.54,49999,0.0,0.0,1.0,0.0
ноутбук hp 15-dw1212nia (258k3ea),0.0,0.0,91,8,0,13,12,4.0,0.0,2.0,18,21.0,0.0,0,0.0,0.0,2.0,0,1,0.0,0.0,0.0,10,4.0,1.76,17999,0.0,0.0,1.0,0.0
ноутбук asus vivobook 16x m1603qa-mb252,0.0,0.0,82,2,1,14,12,5.0,0.0,6.0,126,4.0,1.0,0,50.0,0.0,12.0,1,0,300.0,3.0,60.0,10,16.0,1.88,55999,0.0,0.0,1.0,0.0
ноутбук irbis nb286,0.0,0.0,56,8,1,13,12,5.0,0.0,4.0,111,15.0,0.0,0,4500.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.57,18999,0.0,0.0,0.0,0.0
ноутбук digma eve 15 p418 pentium black,0.0,0.0,66,2,0,13,12,5.0,1.0,4.0,113,15.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,8.0,1.54,27999,0.0,0.0,0.0,0.0
ноутбук digma eve 14 c415 silver (es4061ew),0.0,0.0,65,2,1,6,12,5.0,0.0,2.0,18,16.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,0.0,9,4.0,1.26,15999,0.0,0.0,0.0,0.0
ноутбук hp 15-dw3682nia,0.0,0.0,21,8,0,13,12,5.0,0.0,4.0,57,9.0,0.0,0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,10,8.0,1.75,49999,0.0,0.0,1.0,2.0
ноутбук haier a1430em,0.0,0.0,91,2,1,7,12,4.0,0.0,2.0,18,6.0,0.0,0,5000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.2,21999,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 3 15igl05 (81wq0025ak),0.0,0.0,91,8,1,13,12,4.0,0.0,2.0,18,8.0,0.0,0,0.0,0.0,2.0,0,1,0.0,0.0,0.0,10,4.0,1.7,19999,0.0,0.0,0.0,0.0
игровой ноутбук gigabyte g5 kd-52ee123sd,0.0,0.0,31,2,1,13,12,5.0,0.0,6.0,58,19.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,10,16.0,2.18,84999,1.0,0.0,0.0,2.0
ноутбук lenovo v15 iml 82nb003luk,0.0,0.0,64,2,1,13,12,5.0,0.0,4.0,51,12.0,0.0,0,0.0,0.0,8.0,0,5,0.0,0.0,0.0,9,8.0,1.85,39999,0.0,0.0,0.0,1.0
ноутбук huawei matebook d14 i5/16/512 mystic silver (nbde-wfh9),0.0,0.0,72,2,1,6,12,5.0,1.0,4.0,59,9.0,0.0,0,56.0,0.0,8.0,2,0,0.0,0.0,0.0,9,16.0,1.38,62999,0.0,0.0,0.0,0.0
ноутбук asus a571gt-hn1104 star black,0.0,0.0,16,2,1,13,12,5.0,0.0,4.0,66,17.0,0.0,0,3800.0,0.0,0.0,0,4,0.0,0.0,0.0,10,8.0,1.94,55999,0.0,0.0,1.0,0.0
ноутбук honor magicbook x 16 16/512gb space gray (brn-f56),0.0,0.0,90,2,1,14,12,5.0,2.0,8.0,62,11.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,60.0,9,16.0,1.75,72999,0.0,0.0,0.0,0.0
ноутбук irbis 17nbc2001,0.0,0.0,83,2,1,18,12,5.0,1.0,4.0,122,9.0,1.0,0,5000.0,0.0,8.0,0,4,0.0,0.0,0.0,9,16.0,2.1,49999,0.0,0.0,0.0,0.0
ноутбук lenovo v15 g2 itl (82kb00n5uk),0.0,0.0,72,8,1,13,12,5.0,0.0,4.0,57,10.0,0.0,0,0.0,0.0,8.0,0,5,0.0,0.0,0.0,9,8.0,1.7,39999,0.0,0.0,1.0,1.0
ноутбук honor magicbook x 15 i3 8+256gb space grey (bdr-wdi),0.0,0.0,90,2,1,13,12,5.0,1.0,2.0,31,13.0,0.0,0,0.0,0.0,4.0,2,0,0.0,0.0,60.0,9,8.0,1.56,42999,0.0,0.0,0.0,0.0
ноутбук lenovo v15 g2 itl (82kba002ih),0.0,0.0,90,8,1,13,12,5.0,0.0,2.0,31,19.0,0.0,0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,10,4.0,1.7,29999,0.0,0.0,1.0,0.0
ноутбук irbis nb265,0.0,0.0,65,2,0,7,12,5.0,0.0,2.0,18,14.0,0.0,0,4000.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.28,15999,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot 911 plus xd i5-12450h/16gb/ssd512/rtx3050ti/dos,0.0,0.0,26,2,1,18,12,5.0,0.0,8.0,62,3.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,5,16.0,2.5,84999,1.0,0.0,1.0,2.0
ноутбук hp 240 g8 2v0l6es,0.0,0.0,90,8,1,6,12,4.0,1.0,2.0,29,-2.0,0.0,0,0.0,0.0,4.0,0,2,0.0,0.0,60.0,9,4.0,1.47,27999,0.0,0.0,0.0,0.0
ноутбук hp 15-dw1197nia (39a48ea),0.0,0.0,90,8,1,13,12,5.0,1.0,2.0,30,7.0,0.0,0,41.0,0.0,0.0,0,2,0.0,0.0,0.0,10,4.0,1.76,26999,0.0,0.0,0.0,0.0
ноутбук huawei matebook 14 i5/16gb/512gb space gray (53013pet klvf-x),0.0,0.0,62,2,1,6,12,5.0,1.0,12.0,61,11.0,0.0,0,0.0,0.0,16.0,0,0,0.0,0.0,60.0,9,16.0,1.49,84999,0.0,0.0,0.0,0.0
ноутбук haier ax1500sd (jb0b13e00ru),0.0,0.0,94,2,1,13,12,5.0,1.0,4.0,122,8.0,1.0,0,3400.0,0.0,8.0,0,4,0.0,0.0,60.0,5,8.0,1.68,34999,0.0,0.0,0.0,0.0
ноутбук asus vivobook s15 s533ea-dh51-wh,0.0,0.0,72,2,1,13,12,5.0,0.0,4.0,57,9.0,1.0,0,50.0,0.0,0.0,0,0,0.0,0.0,60.0,9,8.0,1.8,59999,0.0,0.0,0.0,1.0
ноутбук acer a315-58-52hc (nx.addea.00y),0.0,0.0,72,2,0,13,12,5.0,0.0,4.0,57,12.0,0.0,0,0.0,0.0,8.0,0,5,0.0,2.0,0.0,9,8.0,2.9,39999,0.0,0.0,0.0,0.0
игровой ноутбук lenovo ideapad gaming 3 15ach6 (82k201xcus),0.0,0.0,26,2,1,13,12,5.0,0.0,6.0,126,14.0,1.0,0,0.0,0.0,12.0,0,1,250.0,0.0,120.0,9,8.0,0.0,69999,1.0,0.0,1.0,2.0
ноутбук lenovo ideapad 3 15itl05 (81x800mcus),0.0,0.0,90,8,1,13,12,5.0,0.0,2.0,31,14.0,0.0,0,0.0,1.0,4.0,0,0,0.0,0.0,0.0,9,8.0,1.85,34999,0.0,0.0,0.0,1.0
ноутбук lenovo v14 g2 itl 82ka00nfuk,0.0,0.0,72,8,0,6,12,5.0,0.0,4.0,57,21.0,0.0,0,38.0,0.0,8.0,0,5,250.0,0.0,0.0,9,8.0,1.6,37999,0.0,0.0,1.0,0.0
игровой ноутбук msi katana gf76 11ue-426ru,0.0,0.0,25,2,1,18,12,5.0,0.0,6.0,58,8.0,1.0,0,53.5,0.0,12.0,0,2,0.0,3.0,144.0,9,16.0,0.0,109999,1.0,0.0,1.0,2.0
ноутбук lenovo thinkbook 14 g2 itl (20vd00unuk),0.0,1.0,72,2,1,6,12,5.0,0.0,4.0,57,17.0,1.0,0,0.0,0.0,8.0,0,5,0.0,0.0,0.0,9,8.0,1.4,54999,0.0,0.0,2.0,1.0
ноутбук hp 15-dw3170nia (4d4k8ea),0.0,0.0,21,5,0,13,12,5.0,0.0,4.0,87,9.0,0.0,0,41.0,0.0,8.0,0,4,250.0,3.0,0.0,5,8.0,1.75,49999,0.0,0.0,0.0,0.0
ноутбук irbis nb288,0.0,0.0,56,8,1,13,12,4.0,0.0,4.0,111,8.0,0.0,0,4500.0,0.0,0.0,0,4,0.0,0.0,60.0,9,4.0,1.57,18999,0.0,0.0,0.0,0.0
ноутбук huawei klvl-w56w 53013mng space gray,0.0,0.0,80,2,1,6,12,5.0,1.0,6.0,125,18.0,0.0,0,0.0,0.0,12.0,0,4,0.0,0.0,60.0,9,16.0,1.49,77899,0.0,0.0,0.0,0.0
ноутбук irbis 17nbc2000,0.0,0.0,81,2,1,18,12,5.0,1.0,2.0,116,11.0,1.0,0,5000.0,0.0,4.0,2,4,0.0,0.0,0.0,9,8.0,2.1,39999,0.0,0.0,0.0,0.0
ноутбук hp 15-dy2795wm (6m0z7ua),0.0,1.0,72,8,1,13,12,5.0,0.0,4.0,57,11.0,0.0,0,41.0,0.0,4.0,0,5,0.0,0.0,0.0,9,8.0,1.69,46999,0.0,0.0,0.0,0.0
ноутбук itel spirit 2 i3/8+256gb/win11 grey,0.0,1.0,90,2,1,13,12,5.0,0.0,2.0,31,5.0,0.0,0,0.0,0.0,4.0,0,0,0.0,0.0,0.0,9,8.0,1.68,32999,0.0,0.0,0.0,0.0
ноутбук lenovo thinkpad e15 gen 4 15.6 i7-1255u mineral metallic,0.0,0.0,72,2,1,13,12,5.0,0.0,10.0,90,12.0,0.0,0,0.0,0.0,12.0,0,1,0.0,0.0,0.0,9,16.0,1.7,114999,0.0,0.0,0.0,0.0
ноутбук acer aspire 5 a514-54-501z 11 home safari gold,0.0,0.0,72,2,0,6,12,5.0,0.0,4.0,57,0.0,0.0,0,3220.0,0.0,0.0,0,1,0.0,3.0,60.0,9,8.0,1.55,44999,0.0,0.0,1.0,1.0
ноутбук lenovo ideapad 3 15igl05 81wq007eue,0.0,0.0,64,8,1,13,12,5.0,0.0,2.0,18,0.0,0.0,0,0.0,0.0,0.0,2,1,220.0,0.0,0.0,10,4.0,1.7,21999,0.0,0.0,0.0,0.0
игровой ноутбук acer nitro 5 an515-57 (nh.qeler.00c),0.0,0.0,30,2,1,13,12,5.0,0.0,6.0,58,0.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,144.0,10,16.0,2.3,79999,1.0,0.0,0.0,2.0
ноутбук huawei matebook d15 i3-1115g4/8gb/256gb/dos space gray (bod-wdi9),0.0,0.0,90,2,1,13,12,5.0,1.0,2.0,31,0.0,0.0,0,42.0,0.0,0.0,0,4,0.0,0.0,0.0,5,8.0,1.53,41999,0.0,0.0,0.0,0.0
ноутбук msi 12uek-289xru,0.0,0.0,31,2,1,13,12,5.0,0.0,12.0,63,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,144.0,10,8.0,2.25,79999,1.0,0.0,1.0,0.0
ноутбук prestigio smartbook 141 c7 dark grey (psb141c07chh_dg_cis),0.0,0.0,54,8,1,7,12,5.0,1.0,2.0,17,0.0,0.0,0,4800.0,0.0,0.0,0,4,0.0,0.0,50.0,9,4.0,1.4,17999,0.0,0.0,0.0,0.0
игровой ноутбук lenovo ideapad gaming 3 16iah7 (82sa00dhrk),0.0,0.0,26,2,1,14,12,5.0,0.0,12.0,63,0.0,1.0,0,71.0,0.0,16.0,1,4,350.0,0.0,165.0,10,16.0,0.0,99999,1.0,0.0,0.0,2.0
