Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Формат,Цветовая система,Кол-во встроенных динамиков,Мощность,Вес,Тип светодиодной подсветки,Частота обновления,Таймер включения,eARC,Поддерживаемые форматы,Объем встроенной памяти,Акустическая схема,Батарейки для пульта ДУ,Количество ядер процессора,Объемное звучание,Тип матрицы,Угол обзора по вертикали,Угол обзора по горизонтали,Русифицированное меню,Гид по программам,Родительский контроль,Масштабирование,Модель процессора,Яркость,Динамическая контрастность,Время отклика,Количество тюнеров,Чтение карт памяти,Контрастность,Объем оперативной памяти,VGA (D-Sub),Коаксиальный аудиовход,Версия ОС на начало продаж,Любимые каналы,Технологии улучшения изображения,Эквалайзер,Производитель процессора,Автоматическая регулировка громкости,NFC,Композитный выход,Слот для карт памяти,Технологии улучшения звука,Картинка в картинке (PIP),Встроенный DVD-плеер,Встроенный сабвуфер,Мощность сабвуфера,Подсветка Ambilight,Изогнутый экран,Прогрессивная развертка,Изменение формата,Регулировка контрастности,Предустановки изображения,Автоматическая настройка,SCART,Гребенчатый фильтр,Частота процессора,Список программ,Антибликовое покрытие,Дополнительная информация,Поддержка 3D,Количество каналов,Ручная настройка,Встроенное радио
"Ultra HD (4K) LED телевизор 43"" Samsung UE43AU7002U",35 999 р.,5.0,5.0,Россия,1 год,Tizen,132 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,,Есть ,,Есть,,Есть,Есть ,Есть,Есть,Есть,200x200 ,Есть,Есть,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,,,,,,4.0,2.1,,,Есть,,,,,Есть ,Есть,Есть ,,,,,Есть ,63.09 см,95.84 см,21.75 см,56.82 см,,,,,,,,,60 Вт,,,60 Гц ,,Есть,,,,Есть,,,,,,,Есть,,Есть,,,,,,,,,,,,,Neo Quantum Processor 4K 4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Haier Smart TV MX",14 999 р.,4.0,163.0,Россия,1 год,Android TV,56 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,200x100 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",NICAM стерео,,,Есть,Есть,Есть,3.0,2.0,,,Есть,Есть,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х8 Вт,,,60 Гц ,,,,,,,,,,,,,,,,,,,,,,,,,,Android 9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Samsung UE50AU7002U",46 999 р.,5.0,8.0,Россия,1 год,Tizen,71 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,Есть,Есть,Есть,200x200 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3.0,2.0,,,Есть,,,Есть ,1.0,Есть ,,Есть ,,,,,Есть ,72.38 см,,,,,,,,,16:9,"PAL, SECAM",,20 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 40"" Toshiba 40V35LE",24 999 р.,5.0,26.0,Россия,1 год,Android TV,70 Вт,"40"" (101.6 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,Есть,100x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual X,,Есть,,,,2.0,1.4,,,Есть,,,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",2.0,14 Вт,,,60 Гц ,,,,,,,,,,,,,,,,,,,,,,,,,Есть,11,,PQI 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Витязь 32LH0202",24 999 р.,5.0,1179.0,Беларусь,1 год,,,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,Есть ,Есть,Есть ,,,Есть,200x100 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,Есть,Есть,,1.0,1.4,Есть,Есть,,,Есть,,1.0,,,,,,,,Есть ,47.4 см,73 см,18.7 см,42.8 см,73 см,9 см,,,Черный ,16:9,"PAL, SECAM",2.0,16 Вт,3.7 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UQ76003LD",39 999 р.,5.0,13.0,Индонезия,1 год,WebOS,120 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,,Есть,,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,,,,,,2.0,,,,Есть,,,Есть ,1.0,Есть ,Есть,Есть ,,,,,Есть ,72.2 см,113 см,,,,,,,,,,2.0,2 x 10 Вт,,Direct LED,60 Гц ,,,"MP3, WMA",,2.0,Есть,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Hisense 55A6BG",34 999 р.,5.0,169.0,Россия,1 год,VIDAA,130 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual X,,Есть,Есть,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,77.3 см,,,,,,,,,16:9,"PAL, SECAM",2.0,2x8 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Artel UA50H3502",44 999 р.,5.0,132.0,Узбекистан,1 год,Android TV,95 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,,,Голосом ,,,,,,Есть,Есть,,,Есть,,Есть,"DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,Есть,,,,3.0,,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,71.4 см,111.6 см,25.7 см,64.5 см,111.6 см,8.55 см,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,,16 ГБ,,,,,,,,,,,,,260 кд/м² ,,,,,5000:1,2 ГБ,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Hisense 65A6BG",49 999 р.,5.0,78.0,Китай,1 год,VIDAA,150 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual X,,Есть,Есть,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,,"AVI, MKV, JPEG",,,,,,,178 °,178 ° ,,,,Есть,,300 кд/м² ,,,,,1200:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Artel A32KH5500",17 999 р.,5.0,138.0,Узбекистан,1 год,Android TV,45 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,,Есть ,Есть,,,,,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,20 Вт,Есть,,Есть,,2.0,,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,47.5 см,72.6 см,8 см,,,Черный ,16:9,"PAL, SECAM",2.0,,4.2 кг,,60 Гц ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Grundig 50 GFU 7800B",42 999 р.,5.0,78.0,Турция,1 год,Android TV,69.1 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,,Есть,Есть,,,Есть,Есть,Есть,Есть,"DVB-S, DVB-C2, DVB-T2 ",Dolby Digital,,,,,,3.0,2.0,,,,,,Есть ,2.0,,Есть,Есть ,,,,,Есть ,70.5 см,112.2 см,24 см,,,,,,Черный ,,"PAL, SECAM",,16 Вт,9 кг,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,Android 9.0,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Artel UA43H3401",28 999 р.,5.0,161.0,Узбекистан,1 год,Android TV,65 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,,Есть ,Есть,,,,,300x300 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,,Есть,,Есть,,2.0,,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,61 см,96.2 см,21.2 см,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,,8 ГБ,,,,,,,,,,,,,,,,,,1500:1,1.5 ГБ,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Яндекс с Алисой (YNDX-00071)",24 999 р.,5.0,57.0,Китай,1 год,"Яндекс.ТВ, Android TV",90 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,Есть,,Есть,,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,16 Вт,,Direct LED,60 Гц ,,,,16 ГБ,,,,,,178 °,178 ° ,,,,Есть,,300 кд/м² ,,9.5 мс,,,5000:1,1.5 ГБ,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Hisense 55E7HQ",44 999 р.,5.0,111.0,Россия,1 год,VIDAA,130 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,,Есть,,Есть,200x300 ,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos&Vision,,Есть,,,,3.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,76.8 см,123.2 см,,,,,,,,16:9,"PAL, SECAM",,16 Вт,,Direct LED,60 Гц ,,,,,,,,Есть,,,,,,,Есть,,,,,,,3800:1,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Яндекс с Алисой (YNDX-00072)",29 999 р.,5.0,64.0,Китай,1 год,"Яндекс.ТВ, Android TV",100 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,Есть,,Есть,,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3.0,2.0,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,Direct LED,60 Гц ,,,,16 ГБ,,,,,,178 °,178 ° ,,,,Есть,,300 кд/м² ,,9.5 мс,,,5000:1,1.5 ГБ,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Hisense 55U7HQ",69 999 р.,5.0,141.0,Китай,1 год,VIDAA,160 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,Есть,,Есть,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos&Vision,,Есть,,,,4.0,"2.0, 2.1",,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,76.7 см,123.3 см,30.7 см,,,,,,,16:9,"PAL, SECAM",,20 Вт,,Direct LED,120 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,1200:1,,,,U6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 50"" Hi VHIX-50U169MSY  ",18 999 р.,4.0,42.0,Беларусь,1 год,Яндекс.ТВ,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,Есть,,200x200 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-S2, DVB-T2 ",Dolby Digital,,,Есть,,,3.0,2.2,,Есть,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,71 см,,,,,,,,,16:9,"PAL, SECAM",2.0,16 Вт,,,60 Гц ,,,,,2.0,,,,IPS,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Philips 55PUS7406/60",29 999 р.,5.0,68.0,Россия,1 год,Android TV,,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,,,Есть,200x100 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,74.27 см,122.76 см,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,,,2.0,,,,,,,,,,,,350 кд/м² ,,,,,,,,,Android 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Toshiba 32V35LE",19 999 р.,5.0,28.0,Россия,1 год,Android TV,60 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,Есть,100x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,Есть,,,,2.0,1.4,,,Есть,,,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,45.8 см,,,,,,,,,16:9,"PAL, SECAM",2.0,12 Вт,,,60 Гц ,,,,,,,,,IPS,,,,,,,,,,,,,,,,Есть,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Grundig 43 GGU 7902A",42 999 р.,5.0,11.0,Турция,1 год,Android TV,51.1 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,,Есть,Есть,,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital/ DTS,,,,,,3.0,2.1,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,21:9,"PAL, SECAM",2.0,20 Вт,,Direct LED,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,11,,Dolby Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 43"" Toshiba 43C450KE",39 999 р.,5.0,53.0,Россия,1 год,VIDAA,130 Вт,"43"" (109.2 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,,,Есть,Есть,200x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,Есть,Есть,,,3.0,2.1,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,62.6 см,96.3 см,22.3 см,,,,,,,,"PAL, SECAM",,14 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Hisense 50A6BG",29 999 р.,5.0,322.0,Россия,1 год,VIDAA,120 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual X,,Есть,Есть,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,70.9 см,,,,,,,,,16:9,"PAL, SECAM",2.0,2х8 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Haier 55 Smart TV S1",29 999 р.,5.0,54.0,Китай,1 год,Android TV,150 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,,,,Есть,4.0,2.1,,,,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,Direct LED,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,Есть,,300 кд/м² ,,6.5 мс,,,6000:1,,,,11,,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Artel A55LU8500",64 999 р.,5.0,51.0,Узбекистан,1 год,Android TV,140 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,,,,,,3.0,"2.0, 1.4",,,Есть,,Есть,Есть ,2.0,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,12 Вт,,,60 Гц ,,,"MP3, AVI, DivX, MKV, JPEG, WMA",,,,,Есть,,178 °,178 ° ,,,,Есть,,350 кд/м² ,,8 мс,,,4000:1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Philips 50PUS8057/60",33 999 р.,5.0,19.0,Россия,1 год,Android TV,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,,"MP3, AVI, MKV, MPEG4",,,,,,,,,,Есть,,Есть,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Haier 43 Smart TV S3",33 999 р.,5.0,27.0,Китай,1 год,Android TV,110 Вт,"43"" (109.2 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,19 Вт,Есть,Есть,,Есть,4.0,2.1,,Есть,,,Есть,Есть ,2.0,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,Есть,,250 кд/м² ,,8 мс,,,5000:1,,,Есть,11.0,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Haier 50 Smart TV S1",27 999 р.,5.0,142.0,Китай,1 год,Android TV,120 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,,,,Есть,4.0,2.1,,,,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,Direct LED,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,Есть,,280 кд/м² ,,8 мс,,,5000:1,,,,11,,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Haier 43 Smart TV S1",22 999 р.,5.0,141.0,Россия,1 год,Android TV,74 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,,,,Есть,4.0,2.1,,,,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,19 Вт,,Direct LED,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,Есть,,250 кд/м² ,,6.5 мс,,,5000:1,,,,11,,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 50"" Hisense 50E7HQ",34 999 р.,5.0,149.0,Россия,1 год,VIDAA,120 Вт,"50"" (127 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,,Есть,,Есть,200x300 ,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos&Vision,,Есть,,,,3.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,70.3 см,111.7 см,,,,,,,,16:9,"PAL, SECAM",,16 Вт,,Direct LED,60 Гц ,,,,,,,,Есть,,,,,,,Есть,,,,,,,3800:1,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Haier 32 Smart TV S1",15 999 р.,5.0,205.0,Россия,1 год,Android TV,57 Вт,"32"" (81.3 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,,,,Есть,3.0,1.4,,,,,Есть,Есть ,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,16 Вт,,,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,,Есть,,220 кд/м² ,,6.5 мс,,,4000:1,,,,11,,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Hisense 43A6BG",24 999 р.,5.0,239.0,Россия,1 год,VIDAA,75 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual X,32 Вт,Есть,Есть,,,3.0,2.0,,,,,,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х8 Вт,,,60 Гц ,,,,,,,,,,,,,,,Есть,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Haier 55 Smart TV AX Pro",59 999 р.,5.0,186.0,Китай,1 год,Android TV,150 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",NICAM стерео,,Есть,Есть,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,13 Вт,,,60 Гц ,Есть,,,,,,,Есть,,176 °,176 ° ,,,,Есть,,350 кд/м² ,,8 мс,,,5000:1,,,,11.0,Есть,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Hisense 32A4K",14 999 р.,4.0,12.0,Россия,1 год,VIDAA,65 Вт,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,,,,Есть,,,,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-C2, DVB-S2, DVB-T2 ",NICAM Стерео,,,,,,3.0,1.4,,,,,,Есть ,2.0,Есть ,,Есть ,1.0,,,,Есть ,47.9 см,72.6 см,18.6 см,43 см,72.6 см,8.5 см,3.8 кг,,,16:9,"PAL, SECAM",2.0,12 Вт,,,60 Гц ,,,,,,,,,VA,178 °,,,,,,,,,,,,3000:1,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Philips 50PUS7406/60",21 999 р.,4.0,86.0,Россия,1 год,Android TV,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,,,Есть,200x100 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,67.73 см,111.22 см,,,,,16:9,"PAL, SECAM",2.0,20 Вт,,,60 Гц ,,,,,2.0,,,,,,,,,,,,350 кд/м² ,,,,,,,,,Android 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
